customer_id,loan_id,purpose,tenure,interest_rate,debt_to_income,vehicle_type,education,occupation,job_title,job_industry,income_type,criminal_record,marital_status,age,income_class,num_work_year,num_dependent,house_type,length_of_stay,residency_status,house_ownership,earning_members,vehicle_own,is_phone_number_owner,dpd_m1,col_m1,utilization_per_credit_account,utilization_per_credit_amount,latest_per_total_payment_m1,age_oldest_account,datetime
CUST4843,LOAN9710,CONSUMPTIVE,50,11.06,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,29,9,1,APARTMENT,9,PERMANENT,,2,2,YES,22,1,0.5,,,,2025-02-03 11:12:32.630226
CUST4843,LOAN9711,CONSUMPTIVE,51,11.07,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,29,9,1,APARTMENT,9,PERMANENT,,2,2,YES,23,1,0.5,0.52,0.52,8,2025-02-03 11:12:32.630226
CUST4844,LOAN9712,CONSUMPTIVE,53,11.07,0.1,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,29,9,1,APARTMENT,9,PERMANENT,,1,2,YES,23,1,0.49,0.51,0.51,7,2025-02-03 11:12:32.630226
CUST4845,LOAN9713,CONSUMPTIVE,55,11.08,0.1,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,28,9,1,APARTMENT,10,PERMANENT,,1,2,YES,29,1,0.49,,,,2025-02-03 11:12:32.630226
CUST4845,LOAN9714,CONSUMPTIVE,57,11.16,0.1,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,28,9,1,APARTMENT,10,PERMANENT,,1,2,YES,29,1,0.48,,,6,2025-02-03 11:12:32.630226
CUST4846,LOAN9715,CONSUMPTIVE,57,11.2,0.1,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,28,10,1,APARTMENT,10,PERMANENT,,1,2,YES,29,1,0.47,,,5,2025-02-03 11:12:32.630226
CUST4847,LOAN9716,CONSUMPTIVE,59,11.22,0.1,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,26,10,2,APARTMENT,10,PERMANENT,,1,2,YES,62,2,0.47,,,,2025-02-03 11:12:32.630226
CUST4847,LOAN9717,CONSUMPTIVE,59,11.3,0.15,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,26,10,2,APARTMENT,10,PERMANENT,,1,2,YES,64,2,0.46,0.49,,3,2025-02-03 11:12:32.630226
CUST4847,LOAN9718,CONSUMPTIVE,61,11.44,0.15,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,26,10,2,APARTMENT,10,PERMANENT,,1,2,YES,86,2,0.46,0.48,,3,2025-02-03 11:12:32.630226
CUST4846,LOAN9719,CONSUMPTIVE,62,11.48,0.15,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,28,10,1,APARTMENT,10,PERMANENT,,1,2,YES,103,3,0.45,0.46,0.47,3,2025-02-03 11:12:32.630226
CUST4846,LOAN9720,CONSUMPTIVE,62,11.5,0.2,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,28,10,1,APARTMENT,10,PERMANENT,,1,2,YES,107,3,0.44,0.45,0.46,1,2025-02-03 11:12:32.630226
CUST4848,LOAN9721,CONSUMPTIVE,63,11.59,0.2,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,40,26,10,2,APARTMENT,10,PERMANENT,,1,2,YES,110,3,0.42,,,1,2025-02-03 11:12:32.630226
CUST4848,LOAN9722,CONSUMPTIVE,71,11.67,0.25,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,40,26,10,2,APARTMENT,10,PERMANENT,,1,2,YES,113,3,0.41,0.43,0.44,0,2025-02-03 11:12:32.630226
CUST4848,LOAN9723,CONSUMPTIVE,72,11.69,0.25,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,40,26,10,2,APARTMENT,10,PERMANENT,,1,2,YES,120,3,0.41,0.42,0.44,0,2025-02-03 11:12:32.630226
CUST4849,LOAN9724,CONSUMPTIVE,74,11.78,0.3,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,40,25,11,2,APARTMENT,10,PERMANENT,,1,2,YES,159,3,0.41,,,0,2025-02-03 11:12:32.630226
CUST4845,LOAN9725,CONSUMPTIVE,75,11.85,0.35,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,28,9,1,APARTMENT,10,PERMANENT,,1,2,YES,165,3,0.39,,,0,2025-02-03 11:12:32.630226
CUST4849,LOAN9726,PRODUCTIVE,78,11.96,0.35,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,40,25,11,2,APARTMENT,10,PERMANENT,,1,2,YES,171,3,0.39,,,0,2025-02-03 11:12:32.630226
CUST4844,LOAN9727,PRODUCTIVE,79,12.16,0.45,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,29,9,1,APARTMENT,9,PERMANENT,,1,2,YES,174,3,0.38,,,0,2025-02-03 11:12:32.630226
CUST4844,LOAN9728,PRODUCTIVE,90,12.38,0.45,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,29,9,1,APARTMENT,9,PERMANENT,,1,2,YES,177,3,0.34,0.37,0.41,0,2025-02-03 11:12:32.630226
CUST4849,LOAN9729,PRODUCTIVE,93,12.43,0.5,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,40,25,11,2,APARTMENT,10,PERMANENT,,1,2,YES,183,4,0.3,0.36,,0,2025-02-03 11:12:32.630226
CUST4850,LOAN9730,PRODUCTIVE,101,12.51,0.5,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,40,25,11,2,APARTMENT,10,PERMANENT,,1,2,YES,310,5,0.26,,,,2025-02-03 11:12:32.630226
CUST4851,LOAN9731,PRODUCTIVE,22,9.52,0.05,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,NO,MARRIED,41,24,11,2,KOS,10,PERMANENT,,1,2,YES,2,1,0.68,0.74,0.73,17,2025-02-03 11:12:32.630226
CUST4852,LOAN9732,PRODUCTIVE,33,9.85,0.05,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,NO,MARRIED,41,24,11,2,KOS,11,PERMANENT,,1,1,YES,2,1,0.65,,,,2025-02-03 11:12:32.630226
CUST4853,LOAN9733,PRODUCTIVE,37,10.07,0.05,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,42,24,11,2,KOS,11,TEMPORARY,,1,1,NO,5,1,0.64,0.64,0.63,14,2025-02-03 11:12:32.630226
CUST4854,LOAN9734,PRODUCTIVE,39,10.18,0.05,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,42,23,12,2,KOS,11,TEMPORARY,,1,1,NO,10,1,0.64,,,,2025-02-03 11:12:32.630226
CUST4855,LOAN9735,PRODUCTIVE,41,10.27,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,42,22,12,2,KOS,12,TEMPORARY,,1,1,NO,10,1,0.62,,,11,2025-02-03 11:12:32.630226
CUST4856,LOAN9736,PRODUCTIVE,43,10.38,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,42,22,12,2,KOS,12,TEMPORARY,,1,1,NO,10,1,0.59,0.6,,10,2025-02-03 11:12:32.630226
CUST4857,LOAN9737,PRODUCTIVE,45,10.41,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,43,21,12,2,KOS,12,TEMPORARY,,1,1,NO,12,1,0.57,0.57,0.58,9,2025-02-03 11:12:32.630226
CUST4857,LOAN9738,PRODUCTIVE,46,10.44,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,43,21,12,2,KOS,12,TEMPORARY,,1,1,NO,17,1,0.56,,,8,2025-02-03 11:12:32.630226
CUST4856,LOAN9739,PRODUCTIVE,47,10.68,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,42,22,12,2,KOS,12,TEMPORARY,,1,1,NO,18,1,0.55,0.55,0.56,8,2025-02-03 11:12:32.630226
CUST4858,LOAN9740,CONSUMPTIVE,49,10.71,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,44,20,12,2,KOS,13,TEMPORARY,,1,1,NO,19,1,0.55,0.54,,7,2025-02-03 11:12:32.630226
CUST4858,LOAN9741,CONSUMPTIVE,49,10.75,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,44,20,12,2,KOS,13,TEMPORARY,,1,1,NO,21,1,0.55,0.54,0.54,7,2025-02-03 11:12:32.630226
CUST4859,LOAN9742,CONSUMPTIVE,50,10.93,0.05,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,SALARY,YES,DIVORCED,44,19,14,2,KOS,13,TEMPORARY,,1,1,NO,24,1,0.54,,,6,2025-02-03 11:12:32.630226
CUST4860,LOAN9743,CONSUMPTIVE,51,10.99,0.05,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,SALARY,YES,DIVORCED,46,18,14,2,KOS,13,TEMPORARY,,1,1,NO,25,1,0.53,0.52,0.53,6,2025-02-03 11:12:32.630226
CUST4860,LOAN9744,CONSUMPTIVE,51,11.09,0.05,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,SALARY,YES,DIVORCED,46,18,14,2,KOS,13,TEMPORARY,,1,1,NO,25,1,0.52,,,2,2025-02-03 11:12:32.630226
CUST4861,LOAN9745,CONSUMPTIVE,51,11.09,0.05,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,46,17,14,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,26,1,0.52,0.49,,2,2025-02-03 11:12:32.630226
CUST4862,LOAN9746,CONSUMPTIVE,54,11.18,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,47,14,14,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,26,1,0.51,,,,2025-02-03 11:12:32.630226
CUST4862,LOAN9747,CONSUMPTIVE,56,11.23,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,47,14,14,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,30,1,0.51,,,0,2025-02-03 11:12:32.630226
CUST4863,LOAN9748,CONSUMPTIVE,56,11.28,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,49,14,15,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,33,2,0.49,0.47,0.51,0,2025-02-03 11:12:32.630226
CUST4863,LOAN9749,CONSUMPTIVE,58,11.29,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,49,14,15,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,45,2,0.49,0.47,0.5,0,2025-02-03 11:12:32.630226
CUST4863,LOAN9750,CONSUMPTIVE,63,11.32,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,49,14,15,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,58,2,0.49,,,0,2025-02-03 11:12:32.630226
CUST4850,LOAN9751,CONSUMPTIVE,63,11.37,0.05,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,40,25,11,2,APARTMENT,10,PERMANENT,,1,2,YES,62,2,0.47,0.45,,0,2025-02-03 11:12:32.630226
CUST4861,LOAN9752,CONSUMPTIVE,63,11.37,0.1,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,46,17,14,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,69,2,0.46,,,0,2025-02-03 11:12:32.630226
CUST4861,LOAN9753,CONSUMPTIVE,65,11.46,0.15,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,46,17,14,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,82,2,0.44,0.43,0.48,0,2025-02-03 11:12:32.630226
CUST4850,LOAN9754,CONSUMPTIVE,67,11.52,0.15,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,40,25,11,2,APARTMENT,10,PERMANENT,,1,2,YES,104,3,0.44,,,,2025-02-03 11:12:32.630226
CUST4864,LOAN9755,CONSUMPTIVE,70,11.66,0.2,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,49,14,15,2,LAIN-LAIN,16,TEMPORARY,,1,0,NO,105,3,0.44,,,0,2025-02-03 11:12:32.630226
CUST4864,LOAN9756,CONSUMPTIVE,72,11.7,0.2,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,49,14,15,2,LAIN-LAIN,16,TEMPORARY,,1,0,NO,108,3,0.43,0.42,0.45,0,2025-02-03 11:12:32.630226
CUST4864,LOAN9757,CONSUMPTIVE,72,11.74,0.2,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,49,14,15,2,LAIN-LAIN,16,TEMPORARY,,1,0,NO,166,3,0.42,0.42,0.44,0,2025-02-03 11:12:32.630226
CUST4865,LOAN9758,PRODUCTIVE,72,11.82,0.2,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,51,12,15,3,LAIN-LAIN,16,TEMPORARY,,1,0,NO,177,3,0.41,0.42,0.43,0,2025-02-03 11:12:32.630226
CUST4862,LOAN9759,PRODUCTIVE,76,11.91,0.2,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,47,14,14,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,189,4,0.38,0.41,0.42,0,2025-02-03 11:12:32.630226
CUST4865,LOAN9760,PRODUCTIVE,79,11.91,0.25,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,51,12,15,3,LAIN-LAIN,16,TEMPORARY,,1,0,NO,196,4,0.37,0.41,0.42,0,2025-02-03 11:12:32.630226
CUST4865,LOAN9761,PRODUCTIVE,80,12.0,0.25,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,51,12,15,3,LAIN-LAIN,16,TEMPORARY,,1,0,NO,196,4,0.37,0.41,0.42,0,2025-02-03 11:12:32.630226
CUST4866,LOAN9762,PRODUCTIVE,82,12.02,0.3,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,31,38,3,1,RUMAH,6,PERMANENT,,2,3,YES,206,4,0.35,,,0,2025-02-03 11:12:32.630226
CUST4866,LOAN9763,PRODUCTIVE,84,12.08,0.35,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,31,38,3,1,RUMAH,6,PERMANENT,,2,3,YES,256,4,0.32,0.33,0.38,0,2025-02-03 11:12:32.630226
CUST4866,LOAN9764,PRODUCTIVE,85,12.16,0.4,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,31,38,3,1,RUMAH,6,PERMANENT,,2,3,YES,298,5,0.28,,,0,2025-02-03 11:12:32.630226
CUST4866,LOAN9765,PRODUCTIVE,97,12.45,0.6,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,31,38,3,1,RUMAH,6,PERMANENT,,2,3,YES,313,5,0.26,0.32,0.26,0,2025-02-03 11:12:32.630226
CUST4867,LOAN9766,PRODUCTIVE,30,9.43,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,33,37,7,1,RUMAH,7,PERMANENT,,2,2,YES,0,1,0.69,,,,2025-02-03 11:12:32.630226
CUST4868,LOAN9767,PRODUCTIVE,34,9.49,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,36,7,1,RUMAH,7,PERMANENT,,2,2,YES,0,1,0.66,,,,2025-02-03 11:12:32.630226
CUST4869,LOAN9768,PRODUCTIVE,36,9.88,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,34,7,1,RUMAH,7,PERMANENT,,2,2,YES,2,1,0.61,,,,2025-02-03 11:12:32.630226
CUST4870,LOAN9769,PRODUCTIVE,36,10.0,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,32,8,1,RUMAH,7,PERMANENT,,2,2,YES,2,1,0.59,,,,2025-02-03 11:12:32.630226
CUST4859,LOAN9770,PRODUCTIVE,40,10.01,0.05,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,SALARY,YES,DIVORCED,44,19,14,2,KOS,13,TEMPORARY,,1,1,NO,4,1,0.59,,,16,2025-02-03 11:12:32.630226
CUST4871,LOAN9771,PRODUCTIVE,40,10.28,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,37,31,8,1,RUMAH,8,PERMANENT,,2,2,YES,5,1,0.57,0.67,,12,2025-02-03 11:12:32.630226
CUST4871,LOAN9772,PRODUCTIVE,41,10.3,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,37,31,8,1,RUMAH,8,PERMANENT,,2,2,YES,5,1,0.57,,,12,2025-02-03 11:12:32.630226
CUST4872,LOAN9773,CONSUMPTIVE,43,10.3,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,37,31,8,1,RUMAH,8,PERMANENT,,2,2,YES,8,1,0.55,,,,2025-02-03 11:12:32.630226
CUST4872,LOAN9774,CONSUMPTIVE,44,10.33,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,37,31,8,1,RUMAH,8,PERMANENT,,2,2,YES,14,1,0.55,0.6,0.58,11,2025-02-03 11:12:32.630226
CUST4873,LOAN9775,CONSUMPTIVE,52,10.39,0.05,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,37,30,8,1,RUMAH,8,PERMANENT,,2,2,YES,15,1,0.53,0.6,,10,2025-02-03 11:12:32.630226
CUST4873,LOAN9776,CONSUMPTIVE,54,10.45,0.05,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,37,30,8,1,RUMAH,8,PERMANENT,,2,2,YES,17,1,0.52,,,9,2025-02-03 11:12:32.630226
CUST4874,LOAN9777,CONSUMPTIVE,55,10.51,0.05,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,37,30,9,1,RUMAH,8,PERMANENT,,2,2,YES,22,1,0.52,0.58,0.56,9,2025-02-03 11:12:32.630226
CUST4875,LOAN9778,CONSUMPTIVE,60,10.64,0.05,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,38,29,9,1,RUMAH,9,PERMANENT,,2,2,YES,25,1,0.52,0.57,0.56,8,2025-02-03 11:12:32.630226
CUST4875,LOAN9779,CONSUMPTIVE,60,10.69,0.05,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,38,29,9,1,RUMAH,9,PERMANENT,,2,2,YES,27,1,0.51,0.57,,8,2025-02-03 11:12:32.630226
CUST4876,LOAN9780,CONSUMPTIVE,61,10.7,0.05,,MASTER'S DEGREE,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,BUSINESS TURNOVER/DIVIDEND,NO,SINGLE,38,28,9,1,APARTMENT,9,PERMANENT,,2,2,YES,28,1,0.5,,,,2025-02-03 11:12:32.630226
CUST4876,LOAN9781,CONSUMPTIVE,62,10.73,0.05,,MASTER'S DEGREE,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,BUSINESS TURNOVER/DIVIDEND,NO,SINGLE,38,28,9,1,APARTMENT,9,PERMANENT,,2,2,YES,28,1,0.49,,,6,2025-02-03 11:12:32.630226
CUST4877,LOAN9782,CONSUMPTIVE,65,10.81,0.05,,MASTER'S DEGREE,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,BUSINESS TURNOVER/DIVIDEND,NO,SINGLE,38,26,9,1,APARTMENT,9,PERMANENT,,2,2,YES,29,1,0.49,0.55,0.51,5,2025-02-03 11:12:32.630226
CUST4878,LOAN9783,CONSUMPTIVE,66,11.01,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,26,9,1,APARTMENT,9,PERMANENT,,1,2,YES,29,1,0.48,0.55,0.51,5,2025-02-03 11:12:32.630226
CUST4878,LOAN9784,CONSUMPTIVE,66,11.09,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,26,9,1,APARTMENT,9,PERMANENT,,1,2,YES,31,2,0.47,,,,2025-02-03 11:12:32.630226
CUST4879,LOAN9785,CONSUMPTIVE,67,11.28,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,40,26,10,1,APARTMENT,9,PERMANENT,,1,2,YES,37,2,0.47,,,,2025-02-03 11:12:32.630226
CUST4877,LOAN9786,CONSUMPTIVE,67,11.49,0.05,,MASTER'S DEGREE,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,BUSINESS TURNOVER/DIVIDEND,NO,SINGLE,38,26,9,1,APARTMENT,9,PERMANENT,,2,2,YES,40,2,0.47,,,,2025-02-03 11:12:32.630226
CUST4879,LOAN9787,CONSUMPTIVE,68,11.53,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,40,26,10,1,APARTMENT,9,PERMANENT,,1,2,YES,55,2,0.45,,,,2025-02-03 11:12:32.630226
